87,2023-03-16 15:59:25,22,25,1,1,2,0
88,2023-03-16 16:45:32,36,3,1,1,4,0
89,2023-03-16 17:17:09,27,3,2,1,5,30
90,2023-03-16 17:17:34,27,6,2,1,1,30
91,2023-03-16 17:34:29,9,3,2,1,6,0
92,2023-03-17 04:04:53,21,3,1,1,7,0
93,2023-03-17 07:08:49,8,15,2,1,3,0
94,2023-03-17 13:16:50,40,14,1,1,5,0
95,2023-03-17 14:42:15,52,3,2,1,5,0
96,2023-03-17 15:20:48,34,22,1,1,8,0
99,2023-03-17 15:27:34,5,15,1,1,1,0
100,2023-03-17 15:27:58,5,14,1,1,0,30
101,2023-03-17 15:42:21,52,3,2,1,5,0
102,2023-03-17 16:14:39,22,18,3,1,4,30
103,2023-03-17 16:14:56,22,25,1,1,3,30
104,2023-03-17 18:52:06,21,3,1,1,10,0
105,2023-03-18 08:06:23,36,3,2,1,6,0
106,2023-03-18 08:06:36,36,25,1,1,2,0
107,2023-03-18 09:39:00,21,3,1,1,5,0
108,2023-03-18 15:01:08,27,6,2,1,4,30
109,2023-03-18 15:01:45,27,4,5,1,3,0
110,2023-03-18 16:19:08,53,3,2,1,3,0
111,2023-03-18 16:20:02,53,3,2,1,13,0
112,2023-03-18 23:30:55,36,3,2,1,8,0
113,2023-03-19 17:12:08,27,3,2,1,10,0
114,2023-03-19 17:24:44,53,3,2,1,7,0
115,2023-03-19 18:58:06,36,3,1,1,6,0
116,2023-03-20 14:26:06,40,14,1,1,1,0
117,2023-03-20 15:25:52,5,3,1,1,6,0
118,2023-03-20 15:44:33,15,23,2,1,8,0
119,2023-03-20 17:42:27,36,3,1,1,8,0
120,2023-03-20 17:42:37,36,4,1,1,2,0
121,2023-03-20 20:03:30,53,3,2,1,8,0
122,2023-03-21 02:55:48,21,3,1,1,8,0
123,2023-03-21 07:05:38,51,15,2,1,16,0
124,2023-03-21 16:12:26,21,3,1,1,8,0
125,2023-03-21 18:07:34,52,3,2,1,9,0
126,2023-03-21 19:35:11,5,14,1,1,0,20
127,2023-03-21 19:35:32,5,8,1,1,0,30
128,2023-03-22 10:49:02,23,20,3,1,8,0
129,2023-03-22 10:52:32,40,14,1,1,2,0
130,2023-03-22 11:24:35,6,18,3,1,7,0
131,2023-03-22 11:43:44,24,23,1,1,1,0
132,2023-03-22 11:44:01,24,3,1,1,0,30
133,2023-03-22 11:44:35,24,12,1,1,0,10
134,2023-03-22 11:57:56,51,15,1,1,8,0
135,2023-03-22 12:09:41,53,3,2,1,15,0
136,2023-03-22 12:45:53,52,3,2,1,2,40
137,2023-03-22 15:43:37,22,18,3,1,3,0
138,2023-03-22 15:43:49,22,18,3,1,3,0
139,2023-03-22 15:44:06,22,1,1,1,3,0
140,2023-03-22 15:44:33,22,1,2,1,2,0
141,2023-03-23 04:49:44,21,3,1,1,10,0
142,2023-03-23 12:07:30,52,3,2,1,6,0
143,2023-03-23 13:12:40,40,14,1,1,2,30
144,2023-03-23 15:28:35,36,3,2,1,6,0
145,2023-03-23 15:28:49,36,10,1,1,2,0
146,2023-03-23 15:29:04,36,3,1,1,4,0
147,2023-03-23 15:29:13,36,25,1,1,3,0
148,2023-03-23 16:17:56,5,18,1,1,1,0
149,2023-03-23 16:18:03,5,1,1,1,1,0
150,2023-03-23 16:18:13,5,2,1,1,1,0
151,2023-03-23 16:18:34,5,8,1,1,1,0
152,2023-03-24 03:48:46,21,3,1,1,8,0
153,2023-03-24 06:45:55,22,1,2,1,0,40
154,2023-03-24 06:46:02,22,25,1,1,2,0
155,2023-03-24 06:46:40,22,1,3,1,3,30
156,2023-03-24 10:08:57,52,3,2,1,4,0
157,2023-03-24 12:21:28,51,15,2,1,16,0
158,2023-03-24 12:23:15,51,14,2,1,2,0
159,2023-03-24 12:30:17,40,14,1,1,2,0
160,2023-03-24 12:31:29,6,1,3,1,7,0
161,2023-03-24 12:38:49,24,23,1,1,4,0
162,2023-03-24 12:39:29,24,10,1,1,1,0
163,2023-03-24 12:39:47,24,12,1,1,0,10
164,2023-03-24 13:08:25,21,3,1,1,8,0
